timestamp,ax,ay,az,gx,gy,gz
1525213288051,0.011,0.017,0.0,-0.9,0.2,1.1
1525213288071,0.011,0.008,-0.005,-1.2,0.1,0.8
1525213288091,0.013,0.002,-0.006,0.0,0.0,0.5
1525213288112,0.009,0.009,0.0,0.1,0.4,0.9
1525213288134,0.006,0.005,-0.001,-0.2,0.7,0.5
1525213288151,0.01,0.002,-0.003,1.4,0.7,0.1
1525213288193,0.015,0.027,0.0,2.2,0.7,0.0
1525213288212,0.013,0.022,0.008,0.0,0.3,0.7
1525213288216,0.008,0.014,-0.001,-0.4,0.1,1.2
1525213288235,0.017,0.015,-0.002,-0.2,0.4,1.2
1525213288256,0.012,0.017,0.003,-1.0,0.1,1.4
1525213288273,0.012,0.009,0.0,-2.3,0.0,1.3
1525213288293,0.012,0.011,-0.002,-2.7,0.3,1.3
1525213288311,0.009,0.011,-0.004,-3.3,0.3,1.0
1525213288333,0.014,0.007,-0.008,-2.7,0.3,0.8
1525213288354,0.013,0.005,-0.002,-2.1,0.1,1.0
1525213288374,0.013,0.004,-0.002,-1.4,0.5,1.1
1525213288395,0.009,0.012,-0.006,-0.7,0.7,0.9
1525213288434,0.011,0.016,0.006,-0.6,0.2,1.0
1525213288454,0.012,0.003,-0.003,0.0,-0.1,1.0
1525213288458,0.01,0.011,-0.004,0.8,0.3,0.8
1525213288478,0.014,0.029,-0.001,0.0,0.4,0.8
1525213288498,0.014,0.013,-0.001,-0.8,0.4,1.0
1525213288535,0.01,0.0,0.0,0.4,0.7,0.7
1525213288539,0.013,0.022,0.001,0.7,0.5,0.6
1525213288556,0.015,0.013,0.0,-0.4,0.3,0.8
1525213288577,0.008,0.007,-0.003,-0.1,0.6,0.8
1525213288594,0.011,0.02,-0.002,-0.4,0.4,0.7
1525213288632,0.016,0.019,0.0,-1.6,0.2,0.5
1525213288653,0.01,0.005,-0.001,-2.1,0.4,0.7
1525213288657,0.012,0.003,-0.016,-0.6,0.5,0.8
1525213288692,0.01,0.015,0.003,0.6,0.7,0.8
1525213288713,0.013,0.032,-0.002,-1.2,0.5,0.6
1525213288717,0.012,0.015,0.0,-3.3,0.4,0.9
1525213288735,0.009,-0.004,-0.012,-1.2,0.2,0.9
1525213288773,0.013,0.014,0.002,0.9,0.6,0.7
1525213288792,0.015,0.021,-0.004,0.1,0.4,0.8
1525213288797,0.012,0.016,-0.005,-0.4,0.1,0.6
1525213288818,0.012,0.011,-0.009,0.2,0.4,0.8
1525213288837,0.006,0.017,0.001,0.4,0.4,0.8
1525214420086,0.016,-0.01,0.0,-0.2,0.3,1.0
1525214420105,0.015,-0.007,0.0,-0.4,0.4,1.3
1525214420126,0.017,-0.006,0.001,-0.2,0.3,1.0
1525214420145,0.013,-0.006,0.001,-0.3,0.3,1.1
1525214420166,0.011,-0.005,0.001,-0.2,0.4,0.8
1525214420186,0.011,-0.002,-0.004,-0.2,0.3,0.8
1525214420205,0.012,-0.001,-0.006,-0.3,0.0,1.0
1525214420224,0.014,-0.004,0.0,-0.6,-0.2,0.7
1525214420260,0.011,-0.006,-0.001,-0.5,-0.5,0.8
1525214420280,0.015,-0.004,0.003,-0.7,-0.1,0.7
1525214420284,0.013,-0.005,0.0,-0.9,-0.2,0.6
1525214420303,0.017,-0.008,-0.003,-0.7,-0.1,0.7
1525214420325,0.014,-0.009,0.0,-0.5,0.0,0.8
1525214420364,0.017,-0.005,0.002,-0.5,-0.1,0.8
1525214420384,0.016,-0.007,0.0,-0.5,-0.1,0.8
1525214420388,0.01,-0.005,0.001,-0.4,-0.1,1.0
1525214420409,0.012,-0.001,-0.004,-0.7,0.1,1.0
1525214420428,0.011,-0.005,-0.001,-0.7,0.0,1.1
1525214420444,0.014,-0.01,-0.005,-0.4,0.3,0.9
1525214420481,0.018,-0.007,0.0,-0.4,0.0,0.5
1525214420501,0.02,-0.006,-0.005,-0.6,-0.4,0.5
1525214420505,0.013,-0.007,0.002,-0.7,-0.4,0.8
1525214420526,0.012,-0.008,0.0,-0.9,-0.7,1.0
1525214420545,0.013,-0.007,0.0,-0.7,-0.5,1.3
1525214420581,0.012,-0.009,-0.001,-0.2,-0.1,1.6
1525214420601,0.016,-0.004,0.005,0.1,0.4,1.6
1525214420607,0.018,-0.002,0.004,0.3,0.7,1.5
1525214420646,0.018,-0.005,-0.001,0.0,0.8,1.3
1525214420666,0.016,-0.008,-0.005,0.0,1.1,0.8
1525214420670,0.01,-0.003,-0.001,-0.1,0.8,0.8
1525214420688,0.007,-0.001,0.0,-0.3,0.7,0.7
1525214420709,0.009,-0.003,0.0,-0.6,0.6,0.7
1525214420727,0.015,-0.003,0.003,-0.9,0.4,0.5
1525214420748,0.014,-0.008,0.004,-1.1,0.0,0.5
1525214420784,0.018,-0.006,0.005,-0.9,-0.1,0.5
1525214420803,0.013,-0.006,0.0,-1.2,0.1,0.7
1525214420807,0.014,-0.011,-0.001,-1.0,0.0,0.9
1525214420847,0.015,-0.009,-0.002,-0.4,0.4,1.0
1525214420868,0.016,-0.007,0.001,-0.4,0.8,1.2
1525214420872,0.016,-0.008,-0.001,-0.2,1.1,1.3
1525214420890,0.015,-0.008,0.001,0.0,1.1,1.4
1525214420911,0.013,-0.003,0.0,-0.1,1.1,1.4
1525214420930,0.013,-0.006,-0.002,0.1,0.8,1.1
1525214420947,0.014,-0.006,-0.001,0.0,0.9,1.1
1525214420968,0.011,-0.004,-0.003,-0.2,0.8,1.1
1525214421005,0.014,-0.006,-0.002,-0.3,0.3,1.0
1525214421027,0.011,-0.011,0.0,-0.5,0.3,0.8
1525214421031,0.015,-0.006,-0.003,-0.5,0.1,0.7
1525214421049,0.015,-0.004,0.002,-0.7,0.0,0.7
1525214421070,0.014,-0.007,-0.001,-0.8,0.1,0.5
1525214421091,0.016,-0.008,0.004,-0.7,0.3,0.6
1525214421129,0.015,-0.007,-0.002,-0.6,0.4,0.8
1525214421133,0.015,-0.01,0.002,-0.4,0.3,1.0
1525214421150,0.013,-0.008,-0.001,-0.4,0.3,1.0
1525214421170,0.01,-0.002,0.0,-0.4,0.4,1.1
1525214421189,0.011,-0.002,-0.003,-0.4,0.7,1.2
1525214421227,0.011,-0.008,0.0,-0.7,0.7,1.1
1525214421248,0.018,-0.011,-0.001,-0.5,0.4,0.8
1525214421252,0.02,-0.008,0.004,-0.4,0.3,0.5
1525214421272,0.015,-0.008,0.003,-0.4,-0.1,0.7
1525214421293,0.007,-0.009,0.002,-0.5,-0.3,1.1
1525214421311,0.009,-0.01,0.002,-0.6,-0.2,1.1
1525214421334,0.011,-0.011,0.0,-0.2,0.1,1.3
1525214421352,0.017,-0.007,0.003,0.0,0.1,1.6
1525214421393,0.021,-0.004,0.006,0.1,0.4,1.5
1525214421413,0.016,-0.003,0.001,0.1,0.8,1.4
1525214421417,0.018,-0.004,0.003,-0.1,0.9,1.3
1525214421431,0.018,-0.007,-0.001,0.0,1.2,1.0
1525214421468,0.008,0.001,0.001,0.1,1.2,1.0
1525214421487,0.011,-0.001,0.002,-0.2,1.1,0.9
1525214421492,0.012,-0.002,-0.004,-0.7,0.8,0.8
1525214421532,0.014,-0.005,-0.001,-1.1,0.5,0.7
1525214421552,0.016,-0.006,0.004,-0.9,0.1,0.2
1525214421556,0.017,-0.008,0.005,-1.1,0.0,0.3
1525214421574,0.013,-0.008,0.002,-1.0,0.0,0.5
1525214421595,0.013,-0.01,-0.005,-0.7,0.1,0.8
1525214421634,0.016,-0.012,0.001,-0.4,0.6,1.1
1525214421638,0.019,-0.003,0.001,-0.2,0.6,1.0
1525214421654,0.017,-0.007,0.004,-0.4,0.9,1.2
1525214421673,0.015,-0.009,0.0,-0.2,0.9,1.2
1525214421693,0.013,-0.006,0.0,-0.1,0.8,1.1
1525214421731,0.012,-0.006,0.0,0.0,0.8,0.9
1525214421751,0.008,-0.005,-0.004,0.1,0.6,0.9
1525214421755,0.009,-0.007,-0.002,-0.1,0.1,0.8
1525214421776,0.012,-0.002,0.002,-0.3,0.0,0.9
1525214421795,0.012,-0.008,0.002,-0.5,-0.2,0.7
1525214421817,0.015,-0.01,0.003,-0.6,-0.3,0.5
1525214421837,0.016,-0.004,0.002,-0.5,-0.4,0.5
1525214421853,0.015,-0.005,0.001,-0.6,-0.4,0.5
1525214421893,0.017,-0.004,0.004,-0.9,-0.4,0.7
1525214421897,0.017,-0.008,0.0,-0.7,-0.6,0.6
1525214421915,0.012,-0.003,0.001,-0.6,-0.3,1.0
1525214421934,0.011,-0.007,0.003,-0.8,0.0,1.0
1525214421956,0.014,-0.01,0.0,-0.5,0.1,1.0
1525214421974,0.017,-0.011,-0.001,-0.2,0.0,0.8
1525214421997,0.017,-0.005,-0.001,-0.5,-0.3,0.5
1525214422017,0.013,-0.008,0.003,-0.6,-0.6,0.6
1525214422034,0.01,-0.008,-0.002,-0.4,-0.7,0.8
1525214422075,0.01,-0.006,-0.004,-0.6,-0.9,1.0
1525214422095,0.015,-0.005,-0.002,-0.4,-0.2,1.2
1525214422099,0.016,-0.003,0.002,0.0,-0.3,1.3
1525214422115,0.017,-0.007,0.002,0.0,-0.1,1.3
1525214422135,0.016,-0.005,0.002,0.0,-0.1,1.1
1525214422173,0.015,-0.004,0.005,0.0,0.0,1.0
1525214422193,0.012,-0.01,0.0,0.0,0.2,0.8
1525214422197,0.01,-0.001,0.001,0.0,0.3,0.8
1525214422237,0.012,-0.001,0.0,-0.1,0.2,0.9
1525214422256,0.013,0.0,-0.001,-0.8,0.0,0.8
1525214422260,0.018,-0.006,-0.001,-1.1,-0.1,0.7
1525214422279,0.017,-0.009,0.0,-1.0,-0.5,0.2
1525214422315,0.013,-0.008,0.003,-0.9,-0.5,0.3
1525214422335,0.013,-0.007,0.0,-1.2,-0.5,0.6
1525214422339,0.011,-0.011,-0.001,-0.9,-0.2,0.7
1525214422357,0.015,-0.011,0.0,-0.3,0.0,0.8
1525214422377,0.018,-0.007,0.0,-0.2,0.1,1.1
1525214422398,0.017,-0.006,0.003,-0.2,0.4,1.0
1525214422417,0.017,-0.006,0.0,-0.3,0.2,1.1
1525214422456,0.014,-0.007,-0.003,-0.3,0.0,1.1
1525214422476,0.01,-0.006,0.0,-0.1,0.1,1.0
1525214422480,0.008,-0.004,-0.001,-0.2,0.0,0.8
1525214422500,0.01,-0.007,-0.006,-0.2,0.0,0.9
1525214422520,0.012,-0.003,0.002,-0.4,-0.3,0.8
1525214422559,0.014,-0.005,0.0,-0.6,-0.7,0.6
1525214422563,0.017,-0.006,0.009,-0.9,-0.7,0.7
1525214422580,0.015,-0.006,-0.002,-0.7,-0.7,0.5
1525214422598,0.014,-0.005,0.002,-0.7,-0.6,0.5
1525214422621,0.015,-0.007,0.002,-0.7,-0.6,0.5
1525214422640,0.015,-0.009,-0.001,-0.8,-0.5,0.5
1525214422659,0.015,-0.004,0.003,-0.7,-0.2,0.7
1525214422698,0.012,-0.004,0.002,-0.8,0.0,0.8
1525214422719,0.011,-0.007,0.0,-1.0,0.0,1.1
1525214422723,0.012,-0.013,0.002,-0.6,0.0,0.8
1525214422742,0.017,-0.006,0.005,-0.6,-0.1,0.7
1525214422763,0.016,-0.007,-0.005,-0.6,-0.6,0.6
1525214422779,0.012,-0.007,0.0,-0.6,-0.7,0.7
1525214422816,0.011,-0.013,0.0,-0.5,-0.9,0.8
1525214422836,0.013,-0.008,0.001,-0.4,-0.9,1.0
1525214422840,0.014,-0.006,0.006,-0.3,-0.6,1.2
1525214422878,0.013,-0.011,0.004,0.0,-0.3,1.5
1525214422897,0.019,-0.006,0.003,0.0,0.0,1.3
1525214422901,0.017,-0.008,0.001,0.1,0.3,1.1
1525214422922,0.016,-0.006,0.004,0.0,0.3,1.1
1525214422941,0.014,-0.001,0.001,0.0,0.4,0.8
1525214422980,0.012,0.0,0.0,-0.2,0.0,0.9
1525214423001,0.013,0.0,0.003,-0.4,0.1,0.8
1525214423005,0.013,-0.006,0.0,-1.0,-0.1,0.5
1525214423043,0.015,-0.01,0.0,-1.0,-0.4,0.4
1525214423047,0.014,-0.004,0.003,-0.9,-0.6,0.2
1525214423063,0.013,-0.006,0.0,-1.2,-0.7,0.3
1525214423084,0.012,-0.013,-0.003,-1.0,-0.2,0.6
1525214423102,0.014,-0.007,0.003,-0.7,-0.1,0.6
1525214423124,0.016,-0.008,0.001,-0.4,0.0,0.8
1525214423142,0.02,-0.01,0.0,-0.5,0.4,0.9
1525214423163,0.018,-0.007,0.006,-0.3,0.3,1.1
1525214423184,0.016,-0.008,0.001,-0.3,0.4,1.0
1525214423205,0.011,-0.006,-0.003,-0.2,0.3,0.9
1525214423223,0.01,-0.003,-0.003,0.0,0.3,1.0
1525214423262,0.013,-0.007,-0.001,-0.2,0.1,0.8
1525214423266,0.013,-0.003,-0.001,-0.4,-0.1,1.0
1525214423283,0.008,-0.006,0.0,-0.5,-0.4,0.8
1525214423302,0.016,-0.005,0.0,-0.3,-0.4,0.6
1525214423322,0.015,-0.006,0.002,-0.7,-0.4,0.6
1525214423364,0.015,-0.007,0.004,-0.8,-0.4,0.7
1525214423384,0.013,-0.007,-0.002,-0.6,-0.3,0.5
1525214423388,0.014,-0.007,0.001,-0.6,-0.1,0.7
1525214423407,0.014,-0.003,0.0,-0.5,0.0,0.5
1525214423426,0.016,-0.004,0.002,-0.4,0.0,0.8
1525214423465,0.013,-0.007,-0.002,-0.6,0.0,1.0
1525214423469,0.012,-0.006,0.004,-0.7,0.2,0.9
1525214423488,0.009,-0.006,0.0,-0.5,0.3,1.0
1525214423504,0.014,-0.007,0.0,-0.5,0.1,0.7
1525214423523,0.014,-0.003,0.0,-0.2,0.0,0.5
1525214423561,0.016,-0.007,0.0,-0.7,-0.4,0.5
1525214423582,0.011,-0.006,-0.001,-1.0,-0.6,0.5
1525214423586,0.013,-0.009,-0.001,-1.0,-0.8,0.5
1525214423604,0.013,-0.005,0.0,-0.9,-0.7,0.8
1525214423625,0.013,-0.008,0.005,-0.7,-0.4,1.0
1525214423663,0.014,-0.007,0.004,-0.2,-0.2,1.1
1525214423684,0.017,-0.005,0.0,0.0,-0.2,1.1
1525214423688,0.014,-0.006,-0.001,-0.1,-0.3,1.0
1525214423709,0.011,-0.007,-0.005,-0.2,-0.5,1.0
1525214423729,0.008,-0.002,-0.005,-0.5,-0.9,1.0
1525214423745,0.01,-0.003,-0.004,-0.5,-1.2,1.0
1525214423781,0.009,-0.005,0.0,-0.9,-1.3,1.0
1525214423802,0.013,-0.009,0.002,-1.4,-1.4,0.6
1525214423806,0.015,-0.006,0.003,-1.3,-1.6,0.2
1525214423843,0.016,-0.008,0.003,-1.0,-1.5,0.1
1525214423863,0.017,-0.007,0.008,-0.9,-1.3,0.0
1525214423867,0.017,-0.011,0.01,-1.0,-1.0,0.5
1525214423906,0.015,-0.006,0.005,-1.0,-0.7,0.8
1525214423925,0.015,-0.012,0.0,-0.6,0.1,1.0
1525214423929,0.017,-0.009,0.0,-0.6,0.5,1.3
1525214423950,0.021,-0.008,0.006,-0.2,1.2,1.3
1525214423970,0.02,-0.008,0.001,-0.1,1.7,1.4
1525214423986,0.018,-0.004,0.006,0.0,1.4,1.1
1525214424006,0.013,-0.007,-0.003,0.0,1.4,1.1
1525214424043,0.011,-0.006,0.0,0.0,1.3,1.0
1525214424063,0.007,-0.005,0.0,0.1,1.0,1.1
1525214424067,0.005,-0.002,-0.004,0.0,0.7,1.1
1525214424107,0.012,0.0,-0.003,-0.1,0.4,1.0
1525214424128,0.015,-0.003,0.002,-0.6,0.3,1.2
1525214424132,0.016,-0.006,0.002,-0.7,0.0,1.2
1525214424152,0.016,-0.009,-0.003,-0.6,0.0,1.0
1525214424173,0.013,-0.007,-0.002,-0.4,0.3,0.7
1525214424189,0.015,-0.002,0.001,-0.7,0.2,0.7
1525214424209,0.017,-0.009,0.0,-0.7,0.4,0.6
1525214424229,0.012,-0.004,-0.001,-0.4,0.3,0.5
1525214424250,0.01,0.0,0.0,-0.6,0.0,0.6
1525214424270,0.007,-0.002,0.001,-1.0,0.1,0.8
1525214424309,0.009,-0.012,0.0,-1.0,-0.3,0.7
1525214424328,0.013,-0.01,0.0,-0.6,-0.6,0.5
1525214424332,0.016,-0.009,-0.004,-0.9,-1.2,0.4
1525214424369,0.018,-0.011,0.0,-0.8,-1.3,0.7
1525214424391,0.012,-0.011,0.0,-0.9,-1.3,1.0
1525214424395,0.015,-0.011,0.001,-0.7,-1.5,1.1
1525214424415,0.016,-0.007,0.002,-0.1,-0.9,1.4
1525214424436,0.014,-0.007,0.004,0.1,-0.2,1.7
1525214424450,0.019,-0.006,-0.001,0.3,0.0,1.7
1525214424470,0.018,-0.005,0.005,0.3,0.5,1.5
1525214424490,0.015,-0.004,0.0,0.3,0.5,1.5
1525214424529,0.013,-0.003,-0.001,0.2,0.8,1.1
1525214424549,0.014,0.002,0.003,0.0,0.8,1.0
1525214424554,0.01,-0.002,0.0,-0.5,0.5,0.8
1525214424572,0.01,-0.001,0.0,-0.9,0.3,0.6
1525214424590,0.013,-0.008,0.0,-1.2,0.0,0.3
1525214424631,0.01,-0.003,-0.001,-1.3,-0.3,0.0
1525214424651,0.014,-0.006,0.003,-1.4,-0.2,0.2
1525214424655,0.015,-0.009,-0.002,-1.3,-0.1,0.4
1525214424671,0.014,-0.007,0.008,-0.9,0.4,0.7
1525214424691,0.016,-0.008,0.002,-0.7,0.5,0.8
1525214424716,0.017,-0.012,0.003,-0.4,0.9,0.9
1525214424728,0.016,-0.008,0.001,-0.1,1.2,1.1
1525214424768,0.015,-0.007,0.0,0.0,1.3,1.1
1525214424792,0.011,-0.009,0.0,0.2,1.3,1.1
1525214424796,0.014,-0.008,0.0,0.0,1.2,1.3
1525214424813,0.011,-0.005,0.0,0.1,0.8,1.3
1525214424852,0.011,-0.008,0.0,0.0,0.4,1.1
1525214424871,0.012,-0.008,0.0,-0.3,0.2,1.1
1525214424875,0.013,-0.006,0.0,-0.2,0.0,1.0
1525214424892,0.018,-0.003,0.0,-0.6,0.1,1.1
1525214424913,0.017,-0.006,0.001,-0.4,0.1,1.1
1525214424935,0.018,-0.004,0.005,-0.4,0.3,1.0
1525214424955,0.015,-0.006,-0.001,-0.2,0.6,1.0
1525214424994,0.017,-0.005,0.001,-0.3,0.6,1.0
1525214424998,0.014,-0.006,-0.001,-0.1,0.9,1.2
1525214425015,0.011,-0.003,0.0,-0.2,1.1,1.2
1525214425051,0.01,-0.001,0.0,-0.4,1.2,1.3
1525214425072,0.012,-0.004,0.001,-0.5,1.0,1.3
1525214425076,0.013,-0.012,-0.001,-0.4,0.9,1.1
1525214425098,0.016,-0.009,-0.005,-0.4,0.4,0.7
1525214425116,0.017,-0.007,-0.003,-0.7,0.0,0.7
1525214425136,0.013,-0.007,-0.003,-0.5,-0.4,0.9
1525214425154,0.012,-0.009,-0.003,-0.7,-0.4,1.1
1525214425176,0.013,-0.009,0.003,-0.3,-0.2,1.3
1525214425196,0.016,-0.006,0.004,-0.1,0.1,1.4
1525214425217,0.016,-0.006,0.002,0.0,0.5,1.7
1525214425236,0.019,-0.005,0.005,0.3,0.9,1.5
1525214425276,0.016,-0.007,0.003,0.0,1.2,1.5
1525214425295,0.016,-0.004,-0.001,0.1,1.7,1.3
1525214425299,0.015,-0.002,0.001,0.2,1.8,1.1
1525214425319,0.014,-0.001,0.002,0.0,1.8,1.1
1525214425339,0.014,-0.001,-0.004,-0.2,1.7,1.1
1525214425357,0.014,-0.004,0.001,-0.8,1.4,0.9
1525214425376,0.009,-0.008,0.0,-0.7,0.9,0.8
1525214425395,0.012,-0.006,0.0,-0.7,0.4,0.6
1525214425434,0.011,-0.009,0.001,-0.8,0.4,1.0
1525214425439,0.014,-0.007,0.0,-0.7,0.4,1.0
1525214425456,0.012,-0.007,0.001,-0.6,0.3,1.1
1525214425496,0.017,-0.008,0.001,-0.5,0.6,1.0
1525214425516,0.015,-0.006,0.004,-0.5,0.7,1.2
1525214425520,0.015,-0.008,0.0,-0.3,0.7,1.1
1525214425540,0.015,-0.006,0.0,-0.3,0.9,1.2
1525214425560,0.014,-0.003,0.0,-0.1,0.9,1.0
1525214425575,0.011,-0.004,0.0,0.0,0.9,1.1
1525214425614,0.012,-0.003,0.0,-0.1,0.4,1.0
1525214425633,0.012,-0.004,0.001,-0.2,0.5,1.0
1525214425639,0.016,-0.008,0.0,-0.1,0.0,0.8
1525214425657,0.015,-0.006,0.001,-0.5,0.3,0.8
1525214425677,0.016,-0.007,0.0,-0.6,0.0,0.8
1525214425715,0.014,-0.005,-0.002,-0.5,0.0,0.6
1525214425736,0.015,-0.002,0.0,-0.7,0.0,0.7
1525214425740,0.017,-0.009,0.003,-0.7,0.2,0.8
1525214425760,0.016,-0.009,0.002,-0.6,0.0,0.9
1525214425780,0.009,-0.006,0.0,-0.6,0.3,1.1
1525214425819,0.012,-0.006,0.0,-0.6,0.4,1.1
1525214425823,0.01,-0.007,0.0,-0.6,0.5,1.1
1525214425840,0.015,-0.01,-0.003,-0.4,0.3,0.8
1525214425878,0.019,-0.01,0.0,-0.5,0.1,0.7
1525214425897,0.014,-0.007,0.003,-0.5,-0.3,0.7
1525214425901,0.01,-0.008,0.003,-0.4,-0.5,0.7
1525214425920,0.011,-0.005,-0.001,-0.5,-0.4,1.0
1525214425941,0.014,-0.008,-0.001,-0.2,-0.3,1.3
1525214425961,0.013,-0.008,0.006,-0.1,-0.2,1.4
1525214425984,0.02,-0.004,0.001,-0.1,0.1,1.3
1525214426004,0.018,-0.009,0.0,-0.1,0.4,1.1
1525214426023,0.019,-0.004,0.002,-0.1,0.4,1.0
1525214426059,0.012,-0.008,0.001,0.0,0.8,0.8
1525214426079,0.008,-0.003,0.0,0.0,0.7,0.8
1525214426083,0.012,-0.003,-0.001,-0.1,0.5,0.8
1525214426102,0.01,-0.002,0.001,-0.6,0.1,0.8
1525214426123,0.015,-0.008,-0.003,-1.2,-0.3,0.8
1525214426159,0.011,-0.008,0.0,-0.9,-0.4,0.4
1525214426179,0.016,-0.009,0.004,-1.0,-0.8,0.2
1525214426183,0.011,-0.007,-0.003,-1.1,-0.6,0.3
1525214426222,0.019,-0.01,-0.005,-0.9,-0.4,0.7
1525214426242,0.012,-0.008,0.003,-0.6,-0.1,1.0
1525214426246,0.016,-0.006,0.006,-0.4,0.1,0.8
1525214426264,0.015,-0.003,0.003,-0.2,0.2,1.1
1525214426282,0.016,-0.007,0.004,0.0,0.2,1.1
1525214426301,0.013,-0.005,0.001,-0.2,0.3,1.3
1525214426338,0.013,-0.006,0.0,-0.1,0.3,1.0
1525214426360,0.01,-0.005,-0.005,-0.1,0.0,1.0
1525214426364,0.012,-0.003,-0.004,-0.2,0.0,0.8
1525214426383,0.015,-0.006,-0.002,-0.3,-0.2,0.8
1525214426403,0.013,-0.005,-0.002,-0.6,-0.2,0.6
1525214426443,0.014,-0.009,-0.004,-0.8,-0.7,0.5
1525214426462,0.013,-0.006,0.0,-0.7,-0.4,0.3
1525214426466,0.015,-0.006,0.003,-0.6,-0.4,0.5
1525214426487,0.014,-0.003,0.003,-0.7,-0.7,0.4
1525214426502,0.015,-0.002,0.002,-0.7,-0.7,0.7
1525214426524,0.014,-0.002,-0.001,-0.7,-0.7,0.9
1525214426544,0.013,-0.005,0.006,-0.9,-0.2,1.1
1525214426563,0.013,-0.011,-0.001,-0.8,0.0,1.1
1525214426584,0.015,-0.013,-0.002,-0.5,0.0,0.7
1525214426623,0.018,-0.01,-0.001,-0.4,-0.2,0.5
1525214426644,0.012,-0.004,0.0,-0.5,-0.6,0.5
1525214426648,0.008,-0.007,-0.003,-0.6,-0.7,0.9
1525214426665,0.01,-0.009,0.002,-0.6,-0.8,0.8
1525214426687,0.014,-0.007,0.001,-0.4,-0.4,1.1
1525214426724,0.017,-0.008,-0.002,-0.1,-0.4,1.4
1525214426747,0.014,-0.01,0.003,0.0,-0.2,1.4
1525214426751,0.017,-0.008,0.005,-0.1,-0.1,1.2
1525214426768,0.018,-0.006,-0.001,0.0,0.0,1.1
1525214426787,0.017,-0.005,-0.001,-0.2,0.1,0.8
1525214426806,0.014,-0.001,0.001,0.0,0.0,0.7
1525214426843,0.011,-0.004,0.001,-0.2,0.1,0.6
1525214426861,0.01,0.0,0.0,-0.6,0.0,0.7
1525214426866,0.012,-0.006,-0.002,-1.2,0.0,0.5
1525214426904,0.016,-0.007,-0.002,-1.2,-0.4,0.3
1525214426925,0.016,-0.01,0.002,-0.9,-0.5,0.2
1525214426929,0.013,-0.008,0.0,-1.1,-0.4,0.3
1525214426951,0.011,-0.011,-0.001,-1.0,-0.2,0.7
1525214426972,0.015,-0.011,0.003,-0.7,0.0,0.8
1525214426991,0.016,-0.009,0.004,-0.5,0.1,1.1
1525214427011,0.018,-0.009,0.0,-0.3,0.3,1.1
1525214427048,0.019,-0.003,0.003,-0.3,0.3,1.1
1525214427052,0.014,-0.005,0.001,-0.2,0.3,1.1
1525214427068,0.014,-0.008,-0.001,-0.2,0.3,1.0
1525214427105,0.011,-0.005,0.0,-0.2,0.1,0.8
1525214427126,0.013,-0.006,-0.002,-0.2,0.0,0.7
1525214427130,0.013,-0.003,-0.002,-0.3,-0.1,0.7
1525214427151,0.014,-0.005,0.001,-0.6,-0.4,0.8
1525214427171,0.013,-0.009,0.0,-0.9,-0.4,0.5
1525214427191,0.014,-0.008,0.0,-0.6,-0.6,0.7
1525214427209,0.018,-0.005,0.001,-0.6,-0.4,0.7
1525214427231,0.016,-0.005,0.006,-0.6,-0.5,0.8
1525214427251,0.015,-0.011,0.001,-0.7,-0.4,0.8
1525214427271,0.011,-0.004,0.002,-0.7,-0.3,0.9
1525214427292,0.01,-0.001,0.0,-0.7,0.0,1.0
1525214427313,0.01,-0.01,-0.001,-1.0,0.0,1.2
1525214427332,0.014,-0.01,-0.001,-0.5,-0.1,1.0
1525214427351,0.015,-0.007,-0.002,-0.6,-0.2,0.7
1525214427370,0.016,-0.005,-0.005,-0.7,-0.7,0.7
1525214427409,0.015,-0.007,0.0,-0.7,-1.2,0.6
1525214427430,0.014,-0.01,-0.001,-0.7,-1.0,0.7
1525214427434,0.013,-0.007,0.0,-0.4,-0.8,1.0
1525214427450,0.017,-0.004,0.006,-0.1,-0.6,1.3
1525214427490,0.015,-0.004,0.005,0.0,-0.4,1.3
1525214427510,0.02,-0.005,0.001,0.2,0.0,1.4
1525214427514,0.018,-0.006,0.001,0.0,0.4,1.2
1525214427553,0.016,-0.007,-0.001,-0.1,0.3,0.9
1525214427557,0.012,-0.004,-0.005,-0.5,-0.2,0.8
1525214427574,0.006,-0.005,-0.01,-0.9,-1.0,0.8
1525214427592,0.006,0.001,-0.009,-0.5,-1.8,1.1
1525214427631,0.007,-0.002,-0.007,-1.5,-3.0,1.2
1525214427651,0.009,-0.011,-0.012,-1.6,-4.6,1.7
1525214427655,-0.002,-0.01,-0.011,-0.5,-6.5,1.8
1525214427675,0.002,-0.019,-0.024,-1.5,-8.6,2.6
1525214427693,-0.004,0.004,-0.017,-2.9,-11.0,3.6
1525214427734,0.007,0.01,-0.041,-2.3,-13.4,4.5
1525214427754,0.0,0.014,-0.002,-4.3,-15.4,6.3
1525214427758,0.0,0.015,-0.005,-8.6,-19.0,7.5
1525214427776,0.005,0.021,-0.013,-10.6,-23.2,8.9
1525214427796,-0.004,0.038,0.001,-14.4,-27.5,9.1
1525214427812,-0.065,0.028,-0.02,-19.6,-35.8,9.8
1525214427852,-0.06,-0.013,-0.062,-22.0,-46.6,9.9
1525214427856,-0.094,-0.063,-0.1,-21.4,-60.5,10.6
1525214427875,-0.109,-0.081,-0.134,-19.9,-76.2,11.9
1525214427894,-0.069,-0.129,-0.165,-22.6,-91.8,15.1
1525214427916,-0.057,-0.199,-0.203,-20.8,-105.1,18.0
